filename	n_objects	n_categories	categories
mscoco_00415_000000476415.jpg	2	2	tie,person
mscoco_00416_000000476810.jpg	9	5	bed,tv,remote,cat,book
mscoco_00417_000000478393.jpg	4	3	bed,cat,teddy bear
mscoco_00418_000000479732.jpg	3	3	bowl,sandwich,cup
mscoco_00419_000000482719.jpg	6	5	microwave,bowl,banana,apple,chair
mscoco_00420_000000482917.jpg	5	5	person,dining table,tv,dog,couch
mscoco_00421_000000482978.jpg	2	2	chair,train
mscoco_00422_000000483667.jpg	3	3	tie,person,chair
mscoco_00423_000000483999.jpg	42	8	person,dining table,cup,fork,knife,spoon,umbrella,chair
mscoco_00424_000000485972.jpg	6	4	fork,carrot,dining table,cake
mscoco_00425_000000486112.jpg	2	2	person,elephant
mscoco_00426_000000488166.jpg	6	6	person,dining table,cup,fork,sandwich,pizza
mscoco_00427_000000491757.jpg	2	2	bed,cat
mscoco_00428_000000492937.jpg	3	3	person,bicycle,train
mscoco_00429_000000493334.jpg	2	2	cake,cell phone
mscoco_00430_000000493799.jpg	6	3	fork,carrot,dining table
mscoco_00431_000000494427.jpg	2	2	laptop,keyboard
mscoco_00432_000000494634.jpg	8	5	laptop,bottle,wine glass,oven,cat
mscoco_00433_000000496954.jpg	6	5	bottle,fork,bowl,orange,cake
mscoco_00434_000000497344.jpg	4	4	laptop,person,bottle,cell phone
mscoco_00435_000000498286.jpg	3	3	truck,dog,car
mscoco_00436_000000499313.jpg	5	4	dining table,pizza,wine glass,cup
mscoco_00437_000000500477.jpg	2	2	person,sheep
mscoco_00438_000000500716.jpg	2	2	person,scissors
mscoco_00439_000000501523.jpg	5	4	sink,cat,bottle,cup
mscoco_00440_000000502732.jpg	1	1	refrigerator
mscoco_00441_000000502737.jpg	4	3	person,cake,cup
mscoco_00442_000000506933.jpg	5	4	person,book,cell phone,chair
mscoco_00443_000000507235.jpg	3	2	dining table,bowl
mscoco_00444_000000508482.jpg	1	1	train
mscoco_00445_000000513688.jpg	4	4	laptop,mouse,dining table,chair
mscoco_00446_000000516871.jpg	5	3	broccoli,bowl,dining table
mscoco_00447_000000517687.jpg	3	2	dining table,cell phone
mscoco_00448_000000519208.jpg	2	2	person,elephant
mscoco_00449_000000519764.jpg	3	3	laptop,cat,chair
mscoco_00450_000000520871.jpg	5	5	dining table,bottle,cup,fork,pizza
mscoco_00451_000000521540.jpg	3	3	spoon,dining table,banana
mscoco_00452_000000521601.jpg	2	2	bowl,donut
mscoco_00453_000000522638.jpg	1	1	teddy bear
mscoco_00454_000000523782.jpg	3	2	bird,truck
mscoco_00455_000000524280.jpg	1	1	cat
mscoco_00456_000000524456.jpg	6	5	person,laptop,mouse,keyboard,handbag
mscoco_00457_000000524742.jpg	1	1	train
mscoco_00458_000000525247.jpg	2	2	laptop,cat
mscoco_00459_000000527695.jpg	9	3	broccoli,bowl,dining table
mscoco_00460_000000529762.jpg	7	7	person,dining table,cell phone,wine glass,bowl,book,sandwich
mscoco_00461_000000530061.jpg	7	6	person,dining table,spoon,bowl,chair,couch
mscoco_00462_000000530146.jpg	6	6	dining table,bottle,cup,fork,knife,bowl
mscoco_00463_000000530466.jpg	3	3	tv,chair,train
mscoco_00464_000000530624.jpg	2	2	bed,dog
mscoco_00465_000000531771.jpg	1	1	oven
mscoco_00466_000000532058.jpg	5	4	bed,remote,bottle,person
mscoco_00467_000000532129.jpg	4	4	pizza,dining table,bowl,cup
mscoco_00468_000000532575.jpg	2	2	boat,dog
mscoco_00469_000000532690.jpg	5	3	person,remote,couch
mscoco_00470_000000536038.jpg	4	3	bed,book,person
mscoco_00471_000000537270.jpg	8	4	person,cell phone,chair,cup
mscoco_00472_000000541664.jpg	2	2	laptop,keyboard
mscoco_00473_000000542776.jpg	4	4	bird,bed,book,person
mscoco_00474_000000546626.jpg	4	4	dining table,bottle,cell phone,cup
mscoco_00475_000000546717.jpg	6	6	potted plant,person,laptop,mouse,cup,couch
mscoco_00476_000000547336.jpg	7	6	person,fire hydrant,cell phone,cup,book,handbag
mscoco_00477_000000548555.jpg	2	2	person,hot dog
mscoco_00478_000000549220.jpg	8	5	person,skateboard,bench,dog,book
mscoco_00479_000000549674.jpg	6	5	tv,mouse,keyboard,cell phone,cup
mscoco_00480_000000550714.jpg	2	2	person,banana
mscoco_00481_000000551439.jpg	3	3	bed,book,person
mscoco_00482_000000551822.jpg	7	5	dining table,cup,bowl,sandwich,chair
mscoco_00483_000000554291.jpg	8	7	dining table,mouse,cat,dog,bowl,chair,couch
mscoco_00484_000000555412.jpg	1	1	pizza
mscoco_00485_000000557916.jpg	4	4	teddy bear,bed,person,vase
mscoco_00486_000000558854.jpg	7	6	person,dining table,cup,spoon,bowl,sandwich
mscoco_00487_000000560911.jpg	5	4	person,suitcase,cell phone,couch
mscoco_00488_000000562059.jpg	6	5	dining table,cup,spoon,bowl,apple
mscoco_00489_000000563758.jpg	1	1	teddy bear
mscoco_00490_000000564280.jpg	4	3	dog,remote,couch
mscoco_00491_000000565391.jpg	3	3	truck,cat,car
mscoco_00492_000000565877.jpg	5	5	person,laptop,book,clock,couch
mscoco_00493_000000568584.jpg	4	4	person,clock,chair,couch
mscoco_00494_000000570539.jpg	8	3	person,bus,handbag
mscoco_00495_000000574315.jpg	5	5	person,laptop,keyboard,cat,couch
mscoco_00496_000000577539.jpg	5	3	person,bowl,banana
mscoco_00497_000000578545.jpg	4	4	bed,book,chair,person
mscoco_00498_000000578922.jpg	7	5	potted plant,bottle,cup,vase,toothbrush
mscoco_00499_000000579070.jpg	31	8	tie,person,dining table,bottle,cup,fork,bowl,chair
